id,source_account,destination_account,amount_minor,currency_src,currency_dst,timestamp,description
TX-000796,ACC_000979,ACC_000669,4230161,IDR,IDR,2025-09-15T05:58:16.442829+00:00Z,poc-tx
TX-000797,ACC_000575,ACC_000476,95814,USD,USD,2025-09-09T19:39:08.442847+00:00Z,poc-tx
TX-000798,ACC_000896,ACC_000786,88911,SGD,SGD,2025-09-11T07:01:28.442887+00:00Z,poc-tx
TX-000799,ACC_000298,ACC_000167,98321,SGD,IDR,2025-09-11T19:12:49.442901+00:00Z,poc-tx
TX-000800,ACC_000564,ACC_000325,23044,SGD,SGD,2025-09-15T17:43:06.442918+00:00Z,poc-tx
TX-000801,ACC_000500,ACC_000707,3446639,IDR,SGD,2025-09-11T16:43:07.442935+00:00Z,poc-tx
TX-000802,ACC_000853,ACC_000615,105305,SGD,SGD,2025-09-13T02:21:06.442959+00:00Z,poc-tx
TX-000803,ACC_000165,ACC_000674,165883,USD,USD,2025-09-15T21:25:02.442968+00:00Z,poc-tx
TX-000804,ACC_000230,ACC_000635,18312,SGD,IDR,2025-09-14T20:41:12.442980+00:00Z,poc-tx
TX-000805,ACC_000525,ACC_000084,575206,IDR,IDR,2025-09-15T07:19:31.442997+00:00Z,poc-tx
TX-000806,ACC_000502,ACC_000035,1484039,IDR,IDR,2025-09-10T12:17:00.443013+00:00Z,poc-tx
TX-000807,ACC_000558,ACC_000672,120220,SGD,SGD,2025-09-13T17:50:05.443030+00:00Z,poc-tx
TX-000808,ACC_000488,ACC_000307,56107,SGD,SGD,2025-09-15T02:30:07.443046+00:00Z,poc-tx
TX-000809,ACC_000743,ACC_000704,68528,IDR,IDR,2025-09-15T23:20:06.443067+00:00Z,poc-tx
TX-000810,ACC_000512,ACC_000939,127473,SGD,SGD,2025-09-15T20:30:54.443083+00:00Z,poc-tx
TX-000811,ACC_000644,ACC_000082,45574,USD,USD,2025-09-15T00:34:34.443103+00:00Z,poc-tx
TX-000812,ACC_000434,ACC_000133,77216,SGD,SGD,2025-09-15T17:49:50.443118+00:00Z,poc-tx
TX-000813,ACC_000941,ACC_000054,2419575,IDR,SGD,2025-09-11T17:39:28.443143+00:00Z,poc-tx
TX-000814,ACC_000673,ACC_000939,2476263,IDR,IDR,2025-09-13T10:15:21.443162+00:00Z,poc-tx
TX-000815,ACC_000068,ACC_000703,4955909,IDR,IDR,2025-09-15T22:04:49.443170+00:00Z,poc-tx
TX-000816,ACC_000415,ACC_000273,174791,USD,USD,2025-09-10T04:22:42.443185+00:00Z,poc-tx
TX-000817,ACC_000554,ACC_000669,94771,SGD,SGD,2025-09-12T17:59:07.443202+00:00Z,poc-tx
TX-000818,ACC_000273,ACC_000682,1739136,IDR,IDR,2025-09-13T05:29:11.443214+00:00Z,poc-tx
TX-000819,ACC_000751,ACC_000632,58354,USD,SGD,2025-09-12T05:45:23.443236+00:00Z,poc-tx
TX-000820,ACC_000228,ACC_000515,4945162,IDR,IDR,2025-09-12T23:33:34.443247+00:00Z,poc-tx
TX-000821,ACC_000324,ACC_000110,66046,USD,USD,2025-09-14T09:10:24.443260+00:00Z,poc-tx
TX-000822,ACC_000506,ACC_000914,189590,USD,USD,2025-09-11T03:22:24.443287+00:00Z,poc-tx
TX-000823,ACC_000964,ACC_000996,587490,IDR,IDR,2025-09-12T01:26:29.443318+00:00Z,poc-tx
TX-000824,ACC_000177,ACC_000324,3491281,IDR,USD,2025-09-09T23:51:34.443330+00:00Z,poc-tx
TX-000825,ACC_000218,ACC_000932,11888,SGD,SGD,2025-09-11T22:14:12.443342+00:00Z,poc-tx
TX-000826,ACC_000976,ACC_000552,77660,SGD,IDR,2025-09-16T05:55:12.443368+00:00Z,poc-tx
TX-000827,ACC_000868,ACC_000401,1662823,IDR,IDR,2025-09-10T03:17:42.443391+00:00Z,poc-tx
TX-000828,ACC_000692,ACC_000350,3456506,IDR,IDR,2025-09-10T13:41:28.443411+00:00Z,poc-tx
TX-000829,ACC_000941,ACC_000497,1480224,IDR,IDR,2025-09-11T23:11:41.443446+00:00Z,poc-tx
TX-000830,ACC_000517,ACC_000858,86917,USD,IDR,2025-09-13T16:03:43.443465+00:00Z,poc-tx
TX-000831,ACC_000310,ACC_000181,1069712,IDR,USD,2025-09-14T07:02:49.443478+00:00Z,poc-tx
TX-000832,ACC_000544,ACC_000896,94957,USD,USD,2025-09-16T08:05:11.443495+00:00Z,poc-tx
TX-000833,ACC_000340,ACC_000139,119479,SGD,SGD,2025-09-11T18:01:02.443508+00:00Z,poc-tx
TX-000834,ACC_000187,ACC_000488,49191,SGD,USD,2025-09-11T15:29:56.443519+00:00Z,poc-tx
TX-000835,ACC_000121,ACC_000519,372555,IDR,IDR,2025-09-13T10:01:05.443528+00:00Z,poc-tx
TX-000836,ACC_000011,ACC_000727,4828297,IDR,IDR,2025-09-10T10:48:44.443535+00:00Z,poc-tx
TX-000837,ACC_000479,ACC_000265,612635,IDR,IDR,2025-09-12T18:07:08.443551+00:00Z,poc-tx
TX-000838,ACC_000479,ACC_000120,3851065,IDR,USD,2025-09-11T23:30:27.443567+00:00Z,poc-tx
TX-000839,ACC_000962,ACC_000129,68269,SGD,SGD,2025-09-14T05:04:42.443592+00:00Z,poc-tx
TX-000840,ACC_000247,ACC_000924,3776,SGD,USD,2025-09-15T09:09:30.443604+00:00Z,poc-tx
TX-000841,ACC_000116,ACC_000887,3081512,IDR,IDR,2025-09-13T19:52:37.443613+00:00Z,poc-tx
TX-000842,ACC_000446,ACC_000567,186860,USD,USD,2025-09-10T20:05:54.443628+00:00Z,poc-tx
TX-000843,ACC_000797,ACC_000291,885465,IDR,USD,2025-09-14T04:19:06.443651+00:00Z,poc-tx
TX-000844,ACC_000237,ACC_000651,48051,USD,IDR,2025-09-10T06:24:37.443662+00:00Z,poc-tx
TX-000845,ACC_000646,ACC_000260,119535,USD,USD,2025-09-13T16:15:36.443681+00:00Z,poc-tx
TX-000846,ACC_000822,ACC_000572,99935,SGD,SGD,2025-09-10T06:33:38.443704+00:00Z,poc-tx
TX-000847,ACC_000316,ACC_000401,57752,USD,USD,2025-09-15T16:15:48.443716+00:00Z,poc-tx
TX-000848,ACC_000403,ACC_000766,1618193,IDR,USD,2025-09-12T14:42:08.443731+00:00Z,poc-tx
TX-000849,ACC_000447,ACC_000105,121724,USD,USD,2025-09-15T21:54:55.443746+00:00Z,poc-tx
TX-000850,ACC_000814,ACC_000688,96943,SGD,SGD,2025-09-15T02:57:37.443769+00:00Z,poc-tx
TX-000851,ACC_000875,ACC_000649,37017,USD,USD,2025-09-14T20:56:27.443792+00:00Z,poc-tx
TX-000852,ACC_000329,ACC_000985,59069,SGD,SGD,2025-09-10T06:01:58.443805+00:00Z,poc-tx
TX-000853,ACC_000970,ACC_000607,1040949,IDR,IDR,2025-09-12T10:11:20.443830+00:00Z,poc-tx
TX-000854,ACC_000489,ACC_000095,64968,SGD,SGD,2025-09-12T03:58:39.443846+00:00Z,poc-tx
TX-000855,ACC_000197,ACC_000520,88585,SGD,IDR,2025-09-13T06:08:54.443857+00:00Z,poc-tx
TX-000856,ACC_000023,ACC_000536,148256,USD,SGD,2025-09-10T21:32:48.443865+00:00Z,poc-tx
TX-000857,ACC_000996,ACC_000152,4696673,IDR,IDR,2025-09-14T15:59:17.443890+00:00Z,poc-tx
TX-000858,ACC_000524,ACC_000025,20914,SGD,SGD,2025-09-10T23:45:21.443907+00:00Z,poc-tx
TX-000859,ACC_000763,ACC_000992,164,SGD,SGD,2025-09-16T05:46:58.443929+00:00Z,poc-tx
TX-000860,ACC_000972,ACC_000880,3980176,IDR,IDR,2025-09-13T10:08:49.443954+00:00Z,poc-tx
TX-000861,ACC_000054,ACC_000541,2732149,IDR,IDR,2025-09-10T18:41:55.443962+00:00Z,poc-tx
TX-000862,ACC_000242,ACC_000443,4886986,IDR,IDR,2025-09-10T03:57:35.443974+00:00Z,poc-tx
TX-000863,ACC_000346,ACC_000461,1389485,IDR,USD,2025-09-12T03:00:04.443987+00:00Z,poc-tx
TX-000864,ACC_000166,ACC_000934,58555,USD,USD,2025-09-14T12:51:07.443997+00:00Z,poc-tx
TX-000865,ACC_000665,ACC_000036,4840695,IDR,IDR,2025-09-15T04:34:49.444016+00:00Z,poc-tx
TX-000866,ACC_000753,ACC_000530,25411,SGD,SGD,2025-09-12T13:55:22.444038+00:00Z,poc-tx
TX-000867,ACC_000259,ACC_000646,3262920,IDR,IDR,2025-09-14T21:57:36.444050+00:00Z,poc-tx
TX-000868,ACC_000086,ACC_000750,130156,USD,IDR,2025-09-15T04:06:32.444058+00:00Z,poc-tx
TX-000869,ACC_000986,ACC_000826,86523,SGD,SGD,2025-09-12T18:14:37.444084+00:00Z,poc-tx
TX-000870,ACC_000806,ACC_000433,37166,SGD,SGD,2025-09-15T05:37:38.444106+00:00Z,poc-tx
TX-000871,ACC_000769,ACC_000942,22211,SGD,IDR,2025-09-11T10:30:26.444128+00:00Z,poc-tx
TX-000872,ACC_000930,ACC_000608,70094,SGD,USD,2025-09-16T05:18:19.444153+00:00Z,poc-tx
TX-000873,ACC_000909,ACC_000385,306613,IDR,IDR,2025-09-12T12:51:02.444177+00:00Z,poc-tx
TX-000874,ACC_000960,ACC_000235,354218,IDR,SGD,2025-09-15T00:53:42.444202+00:00Z,poc-tx
TX-000875,ACC_000614,ACC_000649,34174,SGD,SGD,2025-09-10T04:35:41.444221+00:00Z,poc-tx
TX-000876,ACC_000826,ACC_000808,146946,USD,USD,2025-09-15T18:34:54.444244+00:00Z,poc-tx
TX-000877,ACC_000914,ACC_000266,180497,USD,USD,2025-09-13T21:47:58.444268+00:00Z,poc-tx
TX-000878,ACC_000418,ACC_000257,113726,USD,USD,2025-09-09T14:17:29.444282+00:00Z,poc-tx
TX-000879,ACC_000057,ACC_000354,51158,SGD,SGD,2025-09-15T15:08:15.444290+00:00Z,poc-tx
TX-000880,ACC_000604,ACC_000042,79172,USD,IDR,2025-09-15T00:40:20.444309+00:00Z,poc-tx
TX-000881,ACC_000192,ACC_000988,3928706,IDR,IDR,2025-09-13T04:50:40.444319+00:00Z,poc-tx
TX-000882,ACC_000012,ACC_000303,4061310,IDR,SGD,2025-09-10T09:06:34.444327+00:00Z,poc-tx
TX-000883,ACC_000996,ACC_000674,3696630,IDR,IDR,2025-09-11T05:21:52.444353+00:00Z,poc-tx
TX-000884,ACC_000253,ACC_000338,287141,IDR,SGD,2025-09-10T14:47:33.444364+00:00Z,poc-tx
TX-000885,ACC_000596,ACC_000472,3190178,IDR,USD,2025-09-10T19:37:56.444383+00:00Z,poc-tx
TX-000886,ACC_000808,ACC_000837,70162,USD,USD,2025-09-11T21:36:43.444405+00:00Z,poc-tx
TX-000887,ACC_000277,ACC_000265,47029,SGD,USD,2025-09-12T09:54:06.444418+00:00Z,poc-tx
TX-000888,ACC_000992,ACC_000591,1304215,IDR,IDR,2025-09-10T10:07:15.444443+00:00Z,poc-tx
TX-000889,ACC_000391,ACC_000582,81367,USD,USD,2025-09-15T19:18:17.444458+00:00Z,poc-tx
TX-000890,ACC_000006,ACC_000129,123224,IDR,IDR,2025-09-11T03:46:03.444464+00:00Z,poc-tx
TX-000891,ACC_000433,ACC_000282,30283,SGD,SGD,2025-09-10T11:55:00.444479+00:00Z,poc-tx
TX-000892,ACC_000921,ACC_000682,177833,USD,USD,2025-09-12T10:25:03.444504+00:00Z,poc-tx
TX-000893,ACC_000580,ACC_000429,100684,SGD,SGD,2025-09-10T18:56:18.444522+00:00Z,poc-tx
TX-000894,ACC_000271,ACC_000131,45150,SGD,USD,2025-09-15T01:18:01.444534+00:00Z,poc-tx
TX-000895,ACC_000916,ACC_000864,3471511,IDR,IDR,2025-09-13T01:07:26.444558+00:00Z,poc-tx
TX-000896,ACC_000842,ACC_000944,4353113,IDR,IDR,2025-09-16T06:03:04.444581+00:00Z,poc-tx
TX-000897,ACC_000247,ACC_000473,58928,SGD,SGD,2025-09-11T11:28:17.444593+00:00Z,poc-tx
TX-000898,ACC_000525,ACC_000384,1179124,IDR,IDR,2025-09-15T17:59:32.444610+00:00Z,poc-tx
TX-000899,ACC_000392,ACC_000659,984570,IDR,IDR,2025-09-13T08:18:20.444624+00:00Z,poc-tx
TX-000900,ACC_000389,ACC_000565,1213882,IDR,USD,2025-09-10T15:48:33.444638+00:00Z,poc-tx
TX-000901,ACC_000401,ACC_000407,56507,SGD,USD,2025-09-13T21:27:42.444653+00:00Z,poc-tx
TX-000902,ACC_000638,ACC_000514,15702,SGD,SGD,2025-09-15T01:47:44.444672+00:00Z,poc-tx
TX-000903,ACC_000470,ACC_000156,50786,SGD,USD,2025-09-14T10:03:46.444688+00:00Z,poc-tx
TX-000904,ACC_000820,ACC_000333,103704,USD,USD,2025-09-12T07:07:52.444711+00:00Z,poc-tx
TX-000905,ACC_000803,ACC_000214,86648,USD,USD,2025-09-15T21:46:23.444733+00:00Z,poc-tx
TX-000906,ACC_000653,ACC_000387,125223,USD,IDR,2025-09-16T11:14:19.444753+00:00Z,poc-tx
TX-000907,ACC_000540,ACC_000339,25871,SGD,SGD,2025-09-11T18:49:59.444770+00:00Z,poc-tx
TX-000908,ACC_000003,ACC_000626,107131,SGD,SGD,2025-09-11T17:52:37.444777+00:00Z,poc-tx
TX-000909,ACC_000055,ACC_000057,2904544,IDR,SGD,2025-09-13T22:22:20.444785+00:00Z,poc-tx
TX-000910,ACC_000347,ACC_000787,19691,USD,SGD,2025-09-10T14:59:38.444799+00:00Z,poc-tx
TX-000911,ACC_000465,ACC_000186,206865,IDR,USD,2025-09-12T06:30:49.444815+00:00Z,poc-tx
TX-000912,ACC_000075,ACC_000116,111942,USD,USD,2025-09-11T07:29:59.444823+00:00Z,poc-tx
TX-000913,ACC_000348,ACC_000462,3546966,IDR,IDR,2025-09-09T18:40:01.444836+00:00Z,poc-tx
TX-000914,ACC_000116,ACC_000013,350002,IDR,IDR,2025-09-14T13:20:11.444845+00:00Z,poc-tx
TX-000915,ACC_000266,ACC_000004,33431,SGD,SGD,2025-09-14T14:13:41.444857+00:00Z,poc-tx
TX-000916,ACC_000573,ACC_000085,137625,USD,USD,2025-09-12T15:02:43.444875+00:00Z,poc-tx
TX-000917,ACC_000777,ACC_000714,140871,SGD,SGD,2025-09-14T19:19:32.444896+00:00Z,poc-tx
TX-000918,ACC_000267,ACC_000650,50119,USD,USD,2025-09-16T11:38:07.444908+00:00Z,poc-tx
TX-000919,ACC_000883,ACC_000633,147659,SGD,SGD,2025-09-13T13:46:58.444931+00:00Z,poc-tx
TX-000920,ACC_000460,ACC_000562,57009,USD,USD,2025-09-15T02:49:18.444947+00:00Z,poc-tx
TX-000921,ACC_000598,ACC_000384,3603216,IDR,IDR,2025-09-13T19:34:21.444971+00:00Z,poc-tx
TX-000922,ACC_000430,ACC_000917,188781,USD,USD,2025-09-13T17:15:51.444987+00:00Z,poc-tx
TX-000923,ACC_000271,ACC_000041,121118,SGD,SGD,2025-09-15T13:42:24.444999+00:00Z,poc-tx
TX-000924,ACC_000910,ACC_000207,1779663,IDR,IDR,2025-09-14T06:39:33.445023+00:00Z,poc-tx
TX-000925,ACC_000239,ACC_000579,28153,SGD,SGD,2025-09-09T16:14:26.445034+00:00Z,poc-tx
TX-000926,ACC_000117,ACC_000520,44177,USD,USD,2025-09-15T00:57:15.445043+00:00Z,poc-tx
TX-000927,ACC_000419,ACC_000498,148092,SGD,SGD,2025-09-11T11:57:11.445057+00:00Z,poc-tx
TX-000928,ACC_001000,ACC_000971,98906,SGD,USD,2025-09-12T11:48:25.445084+00:00Z,poc-tx
TX-000929,ACC_000316,ACC_000570,59020,USD,SGD,2025-09-14T23:12:43.445097+00:00Z,poc-tx
TX-000930,ACC_000666,ACC_000733,68880,USD,USD,2025-09-14T15:33:55.445116+00:00Z,poc-tx
TX-000931,ACC_000683,ACC_000101,9870,USD,USD,2025-09-13T21:37:28.445136+00:00Z,poc-tx
TX-000932,ACC_000688,ACC_000650,132409,SGD,IDR,2025-09-10T12:28:18.445157+00:00Z,poc-tx
TX-000933,ACC_000314,ACC_000942,183210,USD,USD,2025-09-10T17:03:33.445170+00:00Z,poc-tx
TX-000934,ACC_000994,ACC_000582,2494364,IDR,IDR,2025-09-09T20:25:46.445196+00:00Z,poc-tx
TX-000935,ACC_000359,ACC_000363,70118,SGD,USD,2025-09-14T00:06:27.445210+00:00Z,poc-tx
TX-000936,ACC_000720,ACC_000360,177553,USD,SGD,2025-09-10T23:43:24.445231+00:00Z,poc-tx
TX-000937,ACC_000888,ACC_000855,3676209,IDR,IDR,2025-09-16T08:09:58.445255+00:00Z,poc-tx
TX-000938,ACC_000573,ACC_000507,175739,USD,USD,2025-09-15T07:42:51.445284+00:00Z,poc-tx
TX-000939,ACC_000469,ACC_000525,123484,USD,SGD,2025-09-13T19:40:33.445308+00:00Z,poc-tx
TX-000940,ACC_000631,ACC_000785,89454,SGD,IDR,2025-09-09T14:32:40.445329+00:00Z,poc-tx
TX-000941,ACC_000309,ACC_000756,121532,SGD,IDR,2025-09-14T06:56:27.445343+00:00Z,poc-tx
TX-000942,ACC_000031,ACC_000135,178894,USD,USD,2025-09-14T13:16:08.445350+00:00Z,poc-tx
TX-000943,ACC_000125,ACC_000064,192338,USD,USD,2025-09-15T08:51:17.445360+00:00Z,poc-tx
TX-000944,ACC_000122,ACC_000851,2668016,IDR,SGD,2025-09-15T10:56:38.445369+00:00Z,poc-tx
TX-000945,ACC_000249,ACC_000905,140064,SGD,SGD,2025-09-13T18:43:02.445381+00:00Z,poc-tx
TX-000946,ACC_000250,ACC_000076,64632,SGD,SGD,2025-09-13T00:42:14.445393+00:00Z,poc-tx
TX-000947,ACC_000589,ACC_000139,48597,SGD,SGD,2025-09-14T21:44:44.445411+00:00Z,poc-tx
TX-000948,ACC_000763,ACC_000286,73198,SGD,SGD,2025-09-15T04:20:08.445433+00:00Z,poc-tx
TX-000949,ACC_000046,ACC_000932,69777,SGD,SGD,2025-09-14T06:34:18.445441+00:00Z,poc-tx
TX-000950,ACC_000826,ACC_000941,66564,USD,USD,2025-09-15T06:14:07.445463+00:00Z,poc-tx
TX-000951,ACC_000896,ACC_000007,1114,SGD,SGD,2025-09-15T16:17:35.445487+00:00Z,poc-tx
TX-000952,ACC_000422,ACC_000281,5181,USD,SGD,2025-09-10T20:31:00.445503+00:00Z,poc-tx
TX-000953,ACC_000772,ACC_000996,690504,IDR,IDR,2025-09-15T04:40:34.445524+00:00Z,poc-tx
TX-000954,ACC_000541,ACC_000931,2211849,IDR,IDR,2025-09-16T02:06:13.445542+00:00Z,poc-tx
TX-000955,ACC_000284,ACC_000251,21650,USD,IDR,2025-09-10T07:34:53.445554+00:00Z,poc-tx
TX-000956,ACC_000151,ACC_000072,86512,SGD,SGD,2025-09-15T04:12:07.445564+00:00Z,poc-tx
TX-000957,ACC_000174,ACC_000001,121907,SGD,SGD,2025-09-13T10:57:42.445574+00:00Z,poc-tx
TX-000958,ACC_000955,ACC_000295,1612920,IDR,IDR,2025-09-16T06:47:46.445599+00:00Z,poc-tx
TX-000959,ACC_000071,ACC_000685,109754,SGD,IDR,2025-09-15T13:50:54.445607+00:00Z,poc-tx
TX-000960,ACC_000349,ACC_000842,188610,USD,SGD,2025-09-12T12:43:24.445621+00:00Z,poc-tx
TX-000961,ACC_000396,ACC_000540,97153,SGD,USD,2025-09-13T11:16:24.445636+00:00Z,poc-tx
TX-000962,ACC_000228,ACC_000079,4175112,IDR,IDR,2025-09-13T20:09:17.445647+00:00Z,poc-tx
TX-000963,ACC_000864,ACC_000097,46543,USD,USD,2025-09-14T21:47:33.445670+00:00Z,poc-tx
TX-000964,ACC_000917,ACC_000753,23292,SGD,SGD,2025-09-14T15:21:20.445695+00:00Z,poc-tx
TX-000965,ACC_000213,ACC_000376,48516,USD,SGD,2025-09-10T17:33:50.445706+00:00Z,poc-tx
TX-000966,ACC_000846,ACC_000986,167091,USD,USD,2025-09-14T12:25:57.445729+00:00Z,poc-tx
TX-000967,ACC_000748,ACC_000277,179113,USD,IDR,2025-09-13T16:52:58.445750+00:00Z,poc-tx
TX-000968,ACC_000586,ACC_000097,4465005,IDR,IDR,2025-09-14T12:24:45.445768+00:00Z,poc-tx
TX-000969,ACC_000455,ACC_000691,4293066,IDR,SGD,2025-09-14T02:51:25.445784+00:00Z,poc-tx
TX-000970,ACC_000006,ACC_000558,719326,IDR,IDR,2025-09-13T11:29:15.445791+00:00Z,poc-tx
TX-000971,ACC_000899,ACC_000011,43094,SGD,SGD,2025-09-16T01:07:01.445815+00:00Z,poc-tx
TX-000972,ACC_000013,ACC_000907,132947,USD,USD,2025-09-12T05:27:48.445821+00:00Z,poc-tx
TX-000973,ACC_000844,ACC_000678,86356,USD,USD,2025-09-13T06:28:39.445844+00:00Z,poc-tx
TX-000974,ACC_000924,ACC_000894,133888,USD,SGD,2025-09-11T00:49:55.445869+00:00Z,poc-tx
TX-000975,ACC_000433,ACC_000375,21981,SGD,IDR,2025-09-10T11:27:40.445884+00:00Z,poc-tx
TX-000976,ACC_000938,ACC_000725,43998,USD,USD,2025-09-15T03:58:48.445909+00:00Z,poc-tx
TX-000977,ACC_000135,ACC_000209,1656196,IDR,IDR,2025-09-12T12:09:31.445919+00:00Z,poc-tx
TX-000978,ACC_000446,ACC_000300,52158,USD,USD,2025-09-14T03:44:25.445934+00:00Z,poc-tx
TX-000979,ACC_000005,ACC_000032,164267,USD,USD,2025-09-16T12:32:25.445941+00:00Z,poc-tx
TX-000980,ACC_000224,ACC_000951,38170,SGD,SGD,2025-09-16T09:14:42.445951+00:00Z,poc-tx
TX-000981,ACC_000244,ACC_000049,20806,SGD,SGD,2025-09-10T09:08:22.445963+00:00Z,poc-tx
TX-000982,ACC_000230,ACC_000801,57988,SGD,SGD,2025-09-12T21:20:07.445974+00:00Z,poc-tx
TX-000983,ACC_000379,ACC_000393,165596,IDR,IDR,2025-09-15T23:55:28.445988+00:00Z,poc-tx
TX-000984,ACC_000388,ACC_000437,109922,USD,USD,2025-09-13T01:18:34.446002+00:00Z,poc-tx
TX-000985,ACC_000792,ACC_000627,138516,SGD,SGD,2025-09-11T14:27:04.446025+00:00Z,poc-tx
TX-000986,ACC_000859,ACC_000967,81665,USD,USD,2025-09-12T01:27:17.446048+00:00Z,poc-tx
TX-000987,ACC_000069,ACC_000340,72859,SGD,SGD,2025-09-14T16:32:38.446056+00:00Z,poc-tx
TX-000988,ACC_000712,ACC_000238,147759,SGD,USD,2025-09-10T03:44:39.446076+00:00Z,poc-tx
TX-000989,ACC_000516,ACC_000208,2911688,IDR,SGD,2025-09-14T23:59:32.446093+00:00Z,poc-tx
TX-000990,ACC_000934,ACC_000550,44577,SGD,SGD,2025-09-12T13:21:15.446118+00:00Z,poc-tx
TX-000991,ACC_000774,ACC_000897,1584973,IDR,IDR,2025-09-14T10:56:28.446140+00:00Z,poc-tx
TX-000992,ACC_000838,ACC_000633,28406,USD,USD,2025-09-09T22:10:50.446163+00:00Z,poc-tx
TX-000993,ACC_000021,ACC_000201,1376587,IDR,SGD,2025-09-15T21:37:30.446171+00:00Z,poc-tx
TX-000994,ACC_000011,ACC_000067,4960886,IDR,IDR,2025-09-11T06:38:27.446197+00:00Z,poc-tx
TX-000995,ACC_000544,ACC_000925,96782,USD,USD,2025-09-15T22:11:53.446217+00:00Z,poc-tx
TX-000996,ACC_000230,ACC_000962,124668,SGD,IDR,2025-09-11T23:10:37.446230+00:00Z,poc-tx
TX-000997,ACC_000312,ACC_000309,3364059,IDR,IDR,2025-09-15T03:22:52.446243+00:00Z,poc-tx
TX-000998,ACC_000844,ACC_000413,166090,USD,USD,2025-09-10T04:25:02.446266+00:00Z,poc-tx
TX-000999,ACC_000622,ACC_000815,2525191,IDR,IDR,2025-09-09T16:40:12.446285+00:00Z,poc-tx
TX-001000,ACC_000499,ACC_000598,126142,SGD,USD,2025-09-10T11:14:11.446302+00:00Z,poc-tx
TX-001001,ACC_000891,ACC_000960,86550,USD,USD,2025-09-14T06:11:58.446326+00:00Z,poc-tx
TX-001002,ACC_000874,ACC_000370,686389,IDR,IDR,2025-09-14T02:44:33.446350+00:00Z,poc-tx
TX-001003,ACC_000743,ACC_000087,3878726,IDR,IDR,2025-09-11T15:35:25.446371+00:00Z,poc-tx
TX-001004,ACC_000035,ACC_000369,91590,USD,USD,2025-09-13T01:39:05.446378+00:00Z,poc-tx
TX-001005,ACC_000561,ACC_000071,1628940,IDR,IDR,2025-09-15T02:03:30.446396+00:00Z,poc-tx
TX-001006,ACC_000025,ACC_000037,55404,SGD,SGD,2025-09-12T19:02:48.446403+00:00Z,poc-tx
TX-001007,ACC_000471,ACC_000369,1342541,IDR,IDR,2025-09-12T00:45:01.446419+00:00Z,poc-tx
TX-001008,ACC_000503,ACC_000241,2871890,IDR,IDR,2025-09-09T23:18:03.446435+00:00Z,poc-tx
TX-001009,ACC_000275,ACC_000524,776078,IDR,USD,2025-09-16T11:40:36.446448+00:00Z,poc-tx
TX-001010,ACC_000828,ACC_000700,128251,SGD,SGD,2025-09-10T05:51:09.446471+00:00Z,poc-tx
TX-001011,ACC_000507,ACC_000873,10399,USD,USD,2025-09-10T04:42:32.446487+00:00Z,poc-tx
TX-001012,ACC_000793,ACC_000592,95780,USD,IDR,2025-09-13T16:32:46.446510+00:00Z,poc-tx
TX-001013,ACC_000817,ACC_000154,123297,SGD,SGD,2025-09-12T00:12:44.446540+00:00Z,poc-tx
TX-001014,ACC_000682,ACC_000060,15724,SGD,SGD,2025-09-12T01:36:20.446561+00:00Z,poc-tx
TX-001015,ACC_000738,ACC_000843,1185580,IDR,IDR,2025-09-14T09:06:26.446583+00:00Z,poc-tx
TX-001016,ACC_000965,ACC_000149,140563,USD,USD,2025-09-11T15:50:21.446608+00:00Z,poc-tx
TX-001017,ACC_000906,ACC_000038,180374,USD,USD,2025-09-13T01:31:47.446632+00:00Z,poc-tx
TX-001018,ACC_000148,ACC_000403,3650994,IDR,IDR,2025-09-10T02:15:21.446642+00:00Z,poc-tx
TX-001019,ACC_000534,ACC_000799,348784,IDR,USD,2025-09-09T13:32:18.446659+00:00Z,poc-tx
TX-001020,ACC_000846,ACC_000647,54585,USD,USD,2025-09-14T00:12:45.446682+00:00Z,poc-tx
TX-001021,ACC_000319,ACC_000566,3123548,IDR,IDR,2025-09-16T01:55:17.446695+00:00Z,poc-tx
TX-001022,ACC_000737,ACC_000429,77579,SGD,SGD,2025-09-12T12:13:45.446716+00:00Z,poc-tx
TX-001023,ACC_000416,ACC_000713,2220266,IDR,USD,2025-09-12T06:52:17.446731+00:00Z,poc-tx
TX-001024,ACC_000492,ACC_000202,141466,USD,USD,2025-09-13T23:42:30.446747+00:00Z,poc-tx
TX-001025,ACC_000678,ACC_000763,1490155,IDR,IDR,2025-09-13T00:02:27.446767+00:00Z,poc-tx
TX-001026,ACC_000492,ACC_000715,53805,USD,USD,2025-09-10T19:44:59.446783+00:00Z,poc-tx
TX-001027,ACC_000240,ACC_000211,145258,USD,USD,2025-09-15T22:44:33.446795+00:00Z,poc-tx
TX-001028,ACC_000638,ACC_000158,112174,SGD,SGD,2025-09-16T01:19:04.446814+00:00Z,poc-tx
TX-001029,ACC_000116,ACC_000535,823753,IDR,IDR,2025-09-13T08:29:31.446822+00:00Z,poc-tx
TX-001030,ACC_000012,ACC_000932,4876988,IDR,USD,2025-09-11T05:35:48.446829+00:00Z,poc-tx
TX-001031,ACC_000605,ACC_000296,110584,SGD,SGD,2025-09-13T06:47:02.446848+00:00Z,poc-tx
TX-001032,ACC_000248,ACC_000267,106198,USD,USD,2025-09-12T03:53:46.446867+00:00Z,poc-tx
TX-001033,ACC_000890,ACC_000648,2172592,IDR,IDR,2025-09-12T00:45:49.446892+00:00Z,poc-tx
